"season","week","gameDate","quarter","clock","gameId","playId","kteamname","rteamname","kteamscore","rteamscore","playDescription","penaltyCodes","penaltyYards","penaltyJerseyNumbers","kickLength","returner","n"
2018,14,"12/09/2018",1,"6:56",2018120900,533,"NYJ","BUF",0,7,"(6:56) L.Edwards punts 56 yards to BUF 21, Center-T.Hennessy. M.Hyde pushed ob at BUF 25 for 4 yards (B.Copeland).",NA,NA,NA,56,"Micah Hyde",127
2018,14,"12/09/2018",1,"8:21",2018120904,452,"HOU","IND",0,0,"(8:21) T.Daniel punts 53 yards to IND 33, Center-J.Weeks. C.Rogers to IND 41 for 8 yards (P.Kalambayi).",NA,NA,NA,53,"Chester Rogers",115
2018,14,"12/09/2018",1,"8:55",2018120905,382,"BAL","KC",0,0,"(8:55) S.Koch punts 51 yards to KC 19, Center-M.Cox. T.Hill pushed ob at KC 25 for 6 yards (C.Clark).",NA,NA,NA,51,"Tyreek Hill",124
2018,14,"12/09/2018",2,":40",2018120911,2070,"DET","ARI",3,0,"(:40) S.Martin punts 45 yards to ARI 7, Center-D.Muhlbach. P.Peterson ran ob at ARI 19 for 12 yards (M.Ford).",NA,NA,NA,45,"Patrick Peterson",117
2018,14,"12/09/2018",2,"1:00",2018120906,1872,"NE","MIA",27,21,"(1:00) (Punt formation) R.Allen punts 49 yards to MIA 23, Center-J.Cardona. D.Amendola to MIA 32 for 9 yards (C.Patterson). FUMBLES (C.Patterson), ball out of bounds at MIA 32.",NA,NA,NA,49,"Danny Amendola",118
2018,14,"12/09/2018",2,"1:03",2018120901,2254,"LA","CHI",6,6,"(1:03) J.Hekker punts 55 yards to CHI 17, Center-J.McQuaide. T.Cohen pushed ob at CHI 39 for 22 yards (J.Hekker).",NA,NA,NA,55,"Tarik Cohen",137
2018,14,"12/09/2018",2,"1:44",2018120909,1867,"LAC","CIN",14,6,"(1:44) D.Jones punts 38 yards to LAC 44, Center-M.Windt. A.Erickson to LAC 35 for 9 yards (K.Emanuel; J.Richards). LAC-K.Emanuel was injured during the play.",NA,NA,NA,38,"Alex Erickson",108
2018,14,"12/09/2018",2,"1:49",2018120905,1824,"BAL","KC",10,14,"(1:49) S.Koch punts 53 yards to KC 12, Center-M.Cox. T.Hill to KC 19 for 7 yards (P.Onwuasor; J.Allen).",NA,NA,NA,53,"Tyreek Hill",146
2018,14,"12/09/2018",2,"2:00",2018120911,1908,"ARI","DET",0,3,"(2:00) A.Lee punts 57 yards to DET 13, Center-A.Brewer. Q.Diggs to DET 17 for 4 yards (E.Turner; J.Walker).",NA,NA,NA,57,"Quandre Diggs",132
2018,14,"12/09/2018",2,"2:13",2018120909,1729,"CIN","LAC",6,14,"(2:13) K.Huber punts 50 yards to LAC 15, Center-C.Harris. D.King to LAC 15 for no gain (C.Core). PENALTY on LAC-J.Richards, Offensive Holding, 8 yards, enforced at LAC 15.","OH",8,"LAC 29",50,"Desmond King",128
2018,14,"12/09/2018",2,"3:07",2018120913,1590,"OAK","PIT",10,7,"(3:07) J.Townsend punts 51 yards to PIT 24, Center-T.Sieg. R.Switzer to PIT 32 for 8 yards (E.Harris). PENALTY on OAK-E.Harris, Face Mask (15 Yards), 15 yards, enforced at PIT 32.","FMM",-15,"OAK 25",51,"Ryan Switzer",117
2018,14,"12/09/2018",2,"3:50",2018120909,1639,"LAC","CIN",14,6,"(3:50) D.Jones punts 56 yards to CIN 32, Center-M.Windt. A.Erickson to CIN 46 for 14 yards (N.Dzubnar; K.Emanuel).",NA,NA,NA,56,"Alex Erickson",138
2018,14,"12/09/2018",2,"4:11",2018120911,1750,"DET","ARI",3,0,"(4:11) S.Martin punts 48 yards to ARI 13, Center-D.Muhlbach. P.Peterson to ARI 24 for 11 yards (E.Harold). DET-T.Wilson was injured during the play.",NA,NA,NA,48,"Patrick Peterson",111
2018,14,"12/09/2018",2,"4:28",2018120908,1831,"WAS","NYG",0,24,"(4:28) T.Way punts 49 yards to NYG 18, Center-N.Sundberg. J.Davis to NYG 18 for no gain (M.Nicholson).",NA,NA,NA,49,"Jawill Davis",99
2018,14,"12/09/2018",2,"7:32",2018120904,1694,"HOU","IND",7,0,"(7:32) T.Daniel punts 50 yards to IND 44, Center-J.Weeks. C.Rogers to HOU 45 for 11 yards (A.Moore). PENALTY on IND-G.Odum, Illegal Block Above the Waist, 10 yards, enforced at IND 46.","IBW",10,"IND 30",50,"Chester Rogers",129
2018,14,"12/09/2018",3,"1:49",2018120902,3075,"CAR","CLE",20,17,"(1:49) M.Palardy punts 54 yards to CLE 6, Center-J.Jansen. J.Peppers to CLE 25 for 19 yards (S.Thompson).",NA,NA,NA,54,"Jabrill Peppers",146
2018,14,"12/09/2018",3,"11:12",2018120910,2917,"SF","DEN",20,0,"(11:12) B.Pinion punts 47 yards to DEN 24, Center-C.Holba. R.Cracraft to DEN 44 for 20 yards (G.Celek).",NA,NA,NA,47,"River Cracraft",138
2018,14,"12/09/2018",3,"13:04",2018120910,2804,"DEN","SF",0,20,"(13:04) C.Wadman punts 53 yards to SF 26, Center-C.Kreiter. T.Taylor to SF 44 for 18 yards (S.Thomas).",NA,NA,NA,53,"Trent Taylor",125
2018,14,"12/09/2018",3,"13:35",2018120912,2094,"PHI","DAL",0,6,"(13:35) (Punt formation) C.Johnston punts 42 yards to DAL 32, Center-R.Lovato. C.Beasley pushed ob at DAL 46 for 14 yards (T.Sullivan; K.Grugier-Hill).",NA,NA,NA,42,"Cole Beasley",111
2018,14,"12/09/2018",3,"2:18",2018120910,3505,"SF","DEN",20,7,"(2:18) B.Pinion punts 44 yards to DEN 8, Center-C.Holba. R.Cracraft to DEN 8 for no gain (T.Moore, G.Mabin). Penalty on DEN-J.Jones, Running Into the Kicker, declined.","RNK",0,"DEN 43",44,"River Cracraft",96
2018,14,"12/09/2018",3,"7:54",2018120911,2585,"DET","ARI",3,0,"(7:54) S.Martin punts 51 yards to ARI 13, Center-D.Muhlbach. P.Peterson to ARI 14 for 1 yard (A.Jones).",NA,NA,NA,51,"Patrick Peterson",109
2018,14,"12/09/2018",3,"9:28",2018120913,2393,"OAK","PIT",10,14,"(9:28) J.Townsend punts 54 yards to PIT 26, Center-T.Sieg. R.Switzer ran ob at PIT 37 for 11 yards (D.Waller).",NA,NA,NA,54,"Ryan Switzer",129
2018,14,"12/09/2018",4,"1:15",2018120902,4027,"CLE","CAR",26,20,"(1:15) B.Colquitt punts 47 yards to CAR 29, Center-C.Hughlett. K.Barner to CAR 35 for 6 yards (T.Thomas; D.Hines).",NA,NA,NA,47,"Kenjon Barner",137
2018,14,"12/09/2018",4,"10:33",2018120908,3453,"NYG","WAS",40,8,"(10:33) R.Dixon punts 45 yards to WAS 25, Center-Z.DeOssie. G.Stroman to WAS 23 for -2 yards (R.Shepard).",NA,NA,NA,45,"Greg Stroman",96
2018,14,"12/09/2018",4,"10:47",2018120907,3370,"TB","NO",14,18,"(10:47) B.Anger punts 62 yards to NO 30, Center-G.Sanborn. T.Lewis to NO 47 for 17 yards (B.Wilson).",NA,NA,NA,62,"Tommylee Lewis",145
2018,14,"12/09/2018",4,"10:49",2018120903,3634,"GB","ATL",34,14,"(10:49) J.Scott punts 57 yards to ATL 25, Center-H.Bradley. J.Hardy to ATL 39 for 14 yards (L.Kendricks).",NA,NA,NA,57,"Justin Hardy",123
2018,14,"12/09/2018",4,"13:43",2018120911,3181,"DET","ARI",10,0,"(13:43) S.Martin punts 44 yards to ARI 44, Center-D.Muhlbach. P.Peterson to DET 44 for 12 yards (D.Shead). PENALTY on ARI-D.Gardeck, Offensive Holding, 10 yards, enforced at ARI 44.","OH",10,"ARI 92",44,"Patrick Peterson",132
2018,14,"12/09/2018",4,"15:00",2018120906,3167,"NE","MIA",27,28,"(15:00) (Punt formation) R.Allen punts 46 yards to MIA 8, Center-J.Cardona. D.Amendola to MIA 8 for no gain (J.Jones).",NA,NA,NA,46,"Danny Amendola",87
2018,14,"12/09/2018",4,"5:24",2018120905,3600,"KC","BAL",17,17,"(5:24) D.Colquitt punts 50 yards to BAL 31, Center-J.Winchester. C.Jones to KC 14 for 55 yards (M.Kemp).",NA,NA,NA,50,"Cyrus Jones",181
2018,14,"12/09/2018",4,"5:36",2018120912,3568,"DAL","PHI",16,9,"(5:36) (Punt formation) C.Jones punts 39 yards to PHI 44, Center-L.Ladouceur. D.Sproles to DAL 47 for 9 yards (D.Wilson).",NA,NA,NA,39,"Darren Sproles",122
2018,14,"12/09/2018",4,"5:44",2018120907,3718,"TB","NO",14,25,"(5:44) B.Anger punts 43 yards to NO 29, Center-G.Sanborn. T.Lewis to NO 41 for 12 yards (R.Jones II).",NA,NA,NA,43,"Tommylee Lewis",135
2018,14,"12/09/2018",4,"6:52",2018120904,3928,"HOU","IND",14,24,"(6:52) T.Daniel punts 50 yards to IND 12, Center-J.Weeks. C.Rogers to IND 23 for 11 yards (J.Reid; Z.Cunningham).",NA,NA,NA,50,"Chester Rogers",112
2018,14,"12/09/2018",4,"7:04",2018120910,4083,"SF","DEN",20,7,"(7:04) B.Pinion punts 40 yards to DEN 31, Center-C.Holba. R.Cracraft to DEN 31 for no gain (T.Moore).",NA,NA,NA,40,"River Cracraft",96
2018,14,"12/10/2018",1,"11:34",2018121000,199,"MIN","SEA",0,0,"(11:34) M.Wile punts 45 yards to SEA 15, Center-K.McDermott. T.Lockett to SEA 20 for 5 yards (E.Wilson).",NA,NA,NA,45,"Tyler Lockett",121
2018,14,"12/10/2018",1,"6:02",2018121000,502,"MIN","SEA",0,0,"(6:02) M.Wile punts 38 yards to SEA 21, Center-K.McDermott. T.Lockett to SEA 21 for no gain (C.Ham; B.Gedeon). PENALTY on SEA-M.Alexander, Illegal Block Above the Waist, 10 yards, enforced at SEA 21.","IBW",10,"SEA 35",38,"Tyler Lockett",128
2018,14,"12/10/2018",2,"6:00",2018121000,1386,"MIN","SEA",0,3,"(6:00) M.Wile punts 41 yards to SEA 28, Center-K.McDermott. T.Lockett to SEA 40 for 12 yards (A.Harris).",NA,NA,NA,41,"Tyler Lockett",118
2018,15,"12/15/2018",1,"13:02",2018121500,125,"NYJ","HOU",0,0,"(13:02) L.Edwards punts 44 yards to HOU 43, Center-T.Hennessy. D.Carter to HOU 41 for -2 yards (T.Cannon).",NA,NA,NA,44,"DeAndre Carter",94
2018,15,"12/15/2018",1,"13:22",2018121501,118,"DEN","CLE",0,0,"(13:22) C.Wadman punts 40 yards to CLE 48, Center-C.Kreiter. J.Peppers to CLE 49 for 1 yard (J.Jones; D.Thomas).",NA,NA,NA,40,"Jabrill Peppers",116
2018,15,"12/15/2018",2,"1:01",2018121501,2166,"DEN","CLE",10,10,"(1:01) C.Wadman punts 46 yards to CLE 37, Center-C.Kreiter. J.Peppers to CLE 45 for 8 yards (R.Cracraft; J.Jewell).",NA,NA,NA,46,"Jabrill Peppers",146
2018,15,"12/15/2018",2,"1:26",2018121501,2054,"CLE","DEN",10,10,"(1:26) B.Colquitt punts 52 yards to DEN 23, Center-C.Hughlett. R.Cracraft to DEN 30 for 7 yards (T.Thomas). PENALTY on DEN-K.Bierria, Offensive Holding, 10 yards, enforced at DEN 23.","OH",10,"DEN 40",52,"River Cracraft",113
2018,15,"12/15/2018",2,"6:52",2018121500,1610,"NYJ","HOU",3,13,"(6:52) L.Edwards punts 54 yards to HOU 16, Center-T.Hennessy. D.Carter to HOU 31 for 15 yards (E.Tomlinson).",NA,NA,NA,54,"DeAndre Carter",131
2018,15,"12/15/2018",3,"13:02",2018121500,2280,"HOU","NYJ",16,9,"(13:02) T.Daniel punts 50 yards to NYJ 30, Center-J.Weeks. A.Roberts to NYJ 40 for 10 yards (B.Peters).",NA,NA,NA,50,"Andre Roberts",148
2018,15,"12/15/2018",3,"5:27",2018121500,2721,"NYJ","HOU",15,16,"(5:27) L.Edwards punts 49 yards to HOU 13, Center-T.Hennessy. D.Carter to HOU 17 for 4 yards (T.Cannon).",NA,NA,NA,49,"DeAndre Carter",102
2018,15,"12/15/2018",3,"6:45",2018121500,2599,"HOU","NYJ",16,15,"(6:45) T.Daniel punts 51 yards to NYJ 24, Center-J.Weeks. A.Roberts to NYJ 36 for 12 yards (G.Howell; A.Moore).",NA,NA,NA,51,"Andre Roberts",137
2018,15,"12/15/2018",4,"15:00",2018121501,3285,"CLE","DEN",10,13,"(15:00) B.Colquitt punts 56 yards to DEN 32, Center-C.Hughlett. R.Cracraft to DEN 30 for -2 yards (T.Thomas). PENALTY on DEN-W.Parks, Illegal Block Above the Waist, 10 yards, enforced at DEN 30.","IBW",10,"DEN 34",56,"River Cracraft",119
2018,15,"12/16/2018",1,"11:11",2018121604,330,"CIN","OAK",0,0,"(11:11) K.Huber punts 41 yards to OAK 35, Center-C.Harris. D.Harris to OAK 35 for no gain (B.Wilson; C.Fejedelem).",NA,NA,NA,41,"Dwayne Harris",123
2018,15,"12/16/2018",1,"12:00",2018121600,226,"ATL","ARI",0,0,"(12:00) M.Bosher punts 40 yards to ARI 30, Center-J.Condo. P.Peterson ran ob at ATL 44 for 26 yards (J.Bethel). PENALTY on ARI-R.Ford, Offensive Holding, 10 yards, enforced at ARI 46.","OH",10,"ARI 30",40,"Patrick Peterson",135
2018,15,"12/16/2018",1,"13:01",2018121604,215,"OAK","CIN",0,0,"(13:01) J.Townsend punts 38 yards to CIN 19, Center-T.Sieg. A.Erickson to CIN 23 for 4 yards (N.Nelson; M.Lee).",NA,NA,NA,38,"Alex Erickson",150
2018,15,"12/16/2018",1,"13:37",2018121611,126,"LA","PHI",0,0,"(13:37) J.Hekker punts 65 yards to PHI 11, Center-J.McQuaide. D.Sproles to PHI 24 for 13 yards (J.Lawler).",NA,NA,NA,65,"Darren Sproles",154
2018,15,"12/16/2018",1,"5:37",2018121607,692,"MIA","MIN",0,14,"(5:37) M.Haack punts 52 yards to MIN 22, Center-J.Denney. M.Sherels to MIN 30 for 8 yards (W.Aikens).",NA,NA,NA,52,"Marcus Sherels",120
2018,15,"12/16/2018",1,"9:32",2018121607,370,"MIA","MIN",0,7,"(9:32) M.Haack punts 48 yards to MIN 19, Center-J.Denney. M.Sherels pushed ob at MIN 40 for 21 yards (S.Perry).",NA,NA,NA,48,"Marcus Sherels",138
2018,15,"12/16/2018",2,":23",2018121606,1977,"WAS","JAX",3,3,"(:23) T.Way punts 52 yards to JAX 26, Center-A.East. D.Westbrook for 74 yards, TOUCHDOWN.",NA,NA,NA,52,"Dede Westbrook",207
2018,15,"12/16/2018",2,":55",2018121608,2070,"TEN","NYG",7,0,"(:55) B.Kern punts 31 yards to NYG 19, Center-B.Brinkley. J.Davis to NYG 19 for no gain (W.Compton; K.Byard).",NA,NA,NA,31,"Jawill Davis",92
2018,15,"12/16/2018",2,"1:05",2018121602,1911,"DET","BUF",13,7,"(1:05) S.Martin punts 50 yards to BUF 13, Center-D.Muhlbach. M.Hyde to BUF 13 for no gain (T.Walker).",NA,NA,NA,50,"Micah Hyde",102
2018,15,"12/16/2018",2,"10:34",2018121600,1374,"ARI","ATL",7,17,"(10:34) A.Lee punts 64 yards to ATL 11, Center-A.Brewer. J.Hardy to ATL 21 for 10 yards (R.Ford).",NA,NA,NA,64,"Justin Hardy",145
2018,15,"12/16/2018",2,"12:59",2018121606,1029,"WAS","JAX",3,0,"(12:59) T.Way punts 49 yards to JAX 24, Center-A.East. D.Westbrook to JAX 33 for 9 yards (D.Everett).",NA,NA,NA,49,"Dede Westbrook",160
2018,15,"12/16/2018",2,"15:00",2018121606,855,"JAX","WAS",0,3,"(15:00) L.Cooke punts 45 yards to WAS 31, Center-M.Overton. M.Harris to WAS 36 for 5 yards (C.Davis).",NA,NA,NA,45,"Maurice Harris",106
2018,15,"12/16/2018",2,"2:21",2018121608,1815,"NYG","TEN",0,7,"(2:21) R.Dixon punts 50 yards to TEN 32, Center-Z.DeOssie. A.Jackson to TEN 40 for 8 yards (U.Eligwe).",NA,NA,NA,50,"Adoree' Jackson",118
2018,15,"12/16/2018",2,"6:26",2018121607,1569,"MIN","MIA",21,7,"(6:26) M.Wile punts 46 yards to MIA 24, Center-K.McDermott. D.Amendola pushed ob at MIA 32 for 8 yards (K.Brothers).",NA,NA,NA,46,"Danny Amendola",117
2018,15,"12/16/2018",3,"1:55",2018121606,2859,"WAS","JAX",6,10,"(1:55) T.Way punts 55 yards to JAX 11, Center-A.East. D.Westbrook to JAX 12 for 1 yard (A.Alexander).",NA,NA,NA,55,"Dede Westbrook",119
2018,15,"12/16/2018",3,"10:16",2018121607,2353,"MIA","MIN",17,21,"(10:16) M.Haack punts 63 yards to MIN 8, Center-J.Denney. M.Sherels to MIA 22 for 70 yards (L.Carroo).",NA,NA,NA,63,"Marcus Sherels",200
2018,15,"12/16/2018",3,"10:52",2018121600,2753,"ATL","ARI",26,7,"(10:52) M.Bosher punts 42 yards to ARI 14, Center-J.Condo. P.Peterson pushed ob at ARI 22 for 8 yards (R.Gage).",NA,NA,NA,42,"Patrick Peterson",119
2018,15,"12/16/2018",3,"12:49",2018121611,2264,"PHI","LA",13,13,"(12:49) C.Johnston punts 56 yards to LA 10, Center-R.Lovato. J.Natson to LA 5 for -5 yards (De.Hall).",NA,NA,NA,56,"JoJo Natson",122
2018,15,"12/16/2018",3,"13:02",2018121609,2269,"SEA","SF",13,17,"(13:02) M.Dickson punts 55 yards to SF 19, Center-T.Ott. T.Taylor to SF 30 for 11 yards (J.Coleman, T.Ott).",NA,NA,NA,55,"Trent Taylor",140
2018,15,"12/16/2018",3,"2:50",2018121607,2893,"MIA","MIN",17,24,"(2:50) M.Haack punts 42 yards to MIN 37, Center-J.Denney. M.Sherels to MIN 37 for no gain (S.Anthony). PENALTY on MIN-J.Kearse, Offensive Holding, 10 yards, enforced at MIN 37.","OH",10,"MIN 27",42,"Marcus Sherels",121
2018,15,"12/16/2018",3,"5:30",2018121604,3121,"CIN","OAK",20,10,"(5:30) K.Huber punts 46 yards to OAK 32, Center-C.Harris. D.Harris ran ob at OAK 46 for 14 yards (M.Walton).",NA,NA,NA,46,"Dwayne Harris",113
2018,15,"12/16/2018",3,"5:35",2018121606,2639,"JAX","WAS",10,6,"(5:35) L.Cooke punts 61 yards to WAS 9, Center-M.Overton. M.Harris pushed ob at WAS 15 for 6 yards (J.Wilson).",NA,NA,NA,61,"Maurice Harris",148
2018,15,"12/16/2018",3,"5:40",2018121608,2915,"TEN","NYG",7,0,"(5:40) B.Kern punts 40 yards to NYG 19, Center-B.Brinkley. J.Davis to NYG 17 for -2 yards (B.Brinkley, L.Stocker).",NA,NA,NA,40,"Jawill Davis",117
2018,15,"12/16/2018",3,"7:01",2018121609,2618,"SEA","SF",13,17,"(7:01) M.Dickson punts 54 yards to SF 15, Center-T.Ott. T.Taylor to SF 19 for 4 yards (N.Thorpe; J.Coleman). PENALTY on SEA-N.Thorpe, Unsportsmanlike Conduct, 15 yards, enforced at SF 19.","UNSd",-15,"SEA 23",54,"Trent Taylor",142
2018,15,"12/16/2018",3,"7:09",2018121602,2574,"DET","BUF",13,7,"(7:09) S.Martin punts 55 yards to BUF 26, Center-D.Muhlbach. I.McKenzie to BUF 36 for 10 yards (K.Sheppard). BUF-I.McKenzie was injured during the play. His return is Probable.  I.McKenzie taken off field on cart.",NA,NA,NA,55,"Isaiah McKenzie",121
2018,15,"12/16/2018",3,"7:47",2018121607,2545,"MIA","MIN",17,24,"(7:47) M.Haack punts 63 yards to MIN 15, Center-J.Denney. M.Sherels to MIN 32 for 17 yards (S.Perry).",NA,NA,NA,63,"Marcus Sherels",145
2018,15,"12/16/2018",4,"1:17",2018121600,4305,"ATL","ARI",40,14,"(1:17) M.Bosher punts 55 yards to ARI 25, Center-J.Condo. P.Peterson ran ob at ARI 32 for 7 yards (D.Riley).",NA,NA,NA,55,"Patrick Peterson",115
2018,15,"12/16/2018",4,"1:47",2018121609,4205,"SF","SEA",23,23,"(1:47) B.Pinion punts 53 yards to SEA 28, Center-C.Holba. T.Lockett to SEA 40 for 12 yards (G.Mabin). PENALTY on SEA-M.Turner, Illegal Block Above the Waist, 10 yards, enforced at SEA 36.","IBW",10,"SEA 17",53,"Tyler Lockett",110
2018,15,"12/16/2018",4,"11:30",2018121601,3369,"BAL","TB",20,12,"(11:30) (Punt formation) S.Koch punts 48 yards to TB 26, Center-M.Cox. A.Humphries pushed ob at TB 38 for 12 yards (M.Canady).",NA,NA,NA,48,"Adam Humphries",114
2018,15,"12/16/2018",4,"11:53",2018121602,3330,"DET","BUF",13,7,"(11:53) S.Martin punts 42 yards to BUF 38, Center-D.Muhlbach. I.McKenzie to BUF 39 for 1 yard (A.Jones, T.Walker).",NA,NA,NA,42,"Isaiah McKenzie",105
2018,15,"12/16/2018",4,"13:22",2018121603,3205,"GB","CHI",14,14,"(13:22) L.Kendricks and K.Fackrell reported in as eligible.  J.Scott punts 40 yards to CHI 36, Center-H.Bradley. T.Cohen to CHI 45 for 9 yards (K.Fackrell). PENALTY on GB-H.Bradley, Offensive Holding, 10 yards, enforced at CHI 45.","OH",-10,"GB 43",40,"Tarik Cohen",121
2018,15,"12/16/2018",4,"13:41",2018121602,3208,"BUF","DET",7,13,"(13:41) M.Darr punts 52 yards to DET 28, Center-R.Ferguson. Q.Diggs to BUF 49 for 23 yards (M.Darr). Penalty during kick. Return credited to DET 28. PENALTY on DET-N.Lawson, Offensive Holding, 10 yards, enforced at DET 28.","OH",10,"DET 24",52,"Quandre Diggs",142
2018,15,"12/16/2018",4,"14:17",2018121608,3377,"TEN","NYG",14,0,"(14:17) B.Kern punts 57 yards to NYG 10, Center-B.Brinkley. J.Davis to NYG 14 for 4 yards (B.Trawick, W.Compton). NYG-A.Hamilton was injured during the play.  PENALTY on NYG-U.Eligwe, Illegal Block Above the Waist, 7 yards, enforced at NYG 14.","IBW",7,"NYG 45",57,"Jawill Davis",132
2018,15,"12/16/2018",4,"3:03",2018121611,4369,"PHI","LA",30,23,"(3:03) C.Johnston punts 52 yards to LA 33, Center-R.Lovato. J.Natson to LA 36 for 3 yards. FUMBLES, RECOVERED by PHI-D.Alexander at LA 36. D.Alexander to LA 36 for no gain (J.Natson).",NA,NA,NA,52,"JoJo Natson",123
2018,15,"12/16/2018",4,"4:51",2018121602,3807,"BUF","DET",14,13,"(4:51) M.Darr punts 42 yards to DET 18, Center-R.Ferguson. T.Jones pushed ob at DET 30 for 12 yards (R.Ferguson).",NA,NA,NA,42,"T.J. Jones",109
2018,15,"12/16/2018",4,"7:14",2018121604,3921,"CIN","OAK",23,13,"(7:14) K.Huber punts 39 yards to OAK 40, Center-C.Harris. D.Harris to OAK 48 for 8 yards (C.Fejedelem; M.Lengel).",NA,NA,NA,39,"Dwayne Harris",103
2018,15,"12/16/2018",4,"9:01",2018121600,3673,"ARI","ATL",7,40,"(9:01) A.Lee punts 58 yards to ATL 23, Center-A.Brewer. M.Hall to ATL 33 for 10 yards (J.Walker). PENALTY on ATL-R.Gage, Offensive Holding, 10 yards, enforced at ATL 23.","OH",10,"ATL 83",58,"Marvin Hall",150
2018,15,"12/16/2018",4,"9:26",2018121603,3600,"GB","CHI",14,21,"(9:26) J.Crawford and L.Kendricks reported in as eligible.  J.Scott punts 39 yards to CHI 41, Center-H.Bradley. T.Cohen pushed ob at GB 15 for 44 yards (J.Scott).",NA,NA,NA,39,"Tarik Cohen",157
2018,15,"12/16/2018",5,"7:36",2018121609,4613,"SEA","SF",23,23,"(7:36) M.Dickson punts 59 yards to SF 23, Center-T.Ott. T.Taylor pushed ob at SF 38 for 15 yards (D.Hill).",NA,NA,NA,59,"Trent Taylor",133
2018,15,"12/17/2018",2,"6:54",2018121700,1445,"CAR","NO",7,6,"(6:54) M.Palardy punts 56 yards to NO 10, Center-J.Jansen. T.Lewis to NO 23 for 13 yards (D.Mayo).",NA,NA,NA,56,"Tommylee Lewis",129
2018,15,"12/17/2018",3,"11:42",2018121700,2417,"CAR","NO",7,6,"(11:42) M.Palardy punts 50 yards to NO 35, Center-J.Jansen. T.Lewis to NO 34 for -1 yards (J.Carter; C.Jones). PENALTY on NO-J.Robinson, Illegal Block Above the Waist, 10 yards, enforced at NO 34.","IBW",10,"NO 32",50,"Tommylee Lewis",128
2018,15,"12/17/2018",3,"12:43",2018121700,2302,"NO","CAR",6,7,"(12:43) T.Morstead punts 45 yards to CAR 16, Center-Z.Wood. K.Barner to CAR 17 for 1 yard (J.Hardee).",NA,NA,NA,45,"Kenjon Barner",105
2018,16,"12/22/2018",2,"8:25",2018122201,1205,"LAC","BAL",0,3,"(8:25) D.Jones punts 47 yards to BAL 33, Center-M.Windt. C.Jones to LAC 48 for 19 yards (G.Davis).",NA,NA,NA,47,"Cyrus Jones",135
2018,16,"12/22/2018",3,"11:44",2018122200,2047,"WAS","TEN",10,9,"(11:44) (Punt formation) T.Way punts 57 yards to TEN 33, Center-A.East. A.Jackson to TEN 49 for 16 yards (D.Everett).",NA,NA,NA,57,"Adoree' Jackson",130
2018,16,"12/22/2018",3,"9:17",2018122201,2554,"LAC","BAL",10,13,"(9:17) D.Jones punts 36 yards to BAL 34, Center-M.Windt. C.Jones to BAL 32 for -2 yards (D.Watt).",NA,NA,NA,36,"Cyrus Jones",113
2018,16,"12/22/2018",4,"12:32",2018122201,3278,"BAL","LAC",16,10,"(12:32) S.Koch punts 54 yards to LAC 17, Center-M.Cox. D.King to LAC 26 for 9 yards (M.Cox).",NA,NA,NA,54,"Desmond King",142
2018,16,"12/22/2018",4,"3:12",2018122201,3686,"BAL","LAC",16,10,"(3:12) S.Koch punts 57 yards to LAC 37, Center-M.Cox. D.King to BAL 39 for 24 yards (C.Moore, T.Bowser).",NA,NA,NA,57,"Desmond King",132
2018,16,"12/23/2018",1,":57",2018122302,813,"MIA","JAX",7,7,"(:57) (Punt formation) M.Haack punts 41 yards to JAX 30, Center-J.Denney. D.Westbrook to JAX 41 for 11 yards (J.Baker).",NA,NA,NA,41,"Dede Westbrook",131
2018,16,"12/23/2018",1,"13:46",2018122310,128,"HOU","PHI",0,0,"(13:46) T.Daniel punts 48 yards to PHI 12, Center-J.Weeks. D.Sproles to PHI 23 for 11 yards (J.Reid).",NA,NA,NA,48,"Darren Sproles",112
2018,16,"12/23/2018",1,"14:10",2018122314,117,"KC","SEA",0,0,"(14:10) D.Colquitt punts 48 yards to SEA 19, Center-J.Winchester. T.Lockett to SEA 23 for 4 yards (J.Winchester). FUMBLES (J.Winchester), recovered by SEA-T.Flowers at SEA 22. T.Flowers to SEA 22 for no gain (B.Niemann).",NA,NA,NA,48,"Tyler Lockett",118
2018,16,"12/23/2018",1,"14:16",2018122300,133,"IND","NYG",0,0,"(14:16) R.Sanchez punts 43 yards to NYG 25, Center-L.Rhodes. J.Davis to NYG 25 for no gain (N.Hairston, N.Goode).",NA,NA,NA,43,"Jawill Davis",103
2018,16,"12/23/2018",1,"2:55",2018122305,743,"CIN","CLE",0,0,"(2:55) K.Huber punts 50 yards to CLE 19, Center-C.Harris. J.Peppers to CLE 26 for 7 yards (C.Fejedelem).",NA,NA,NA,50,"Jabrill Peppers",134
2018,16,"12/23/2018",1,"4:29",2018122305,651,"CLE","CIN",0,0,"(4:29) B.Colquitt punts 47 yards to CIN 28, Center-C.Hughlett. A.Erickson to CIN 30 for 2 yards (T.Thomas).",NA,NA,NA,47,"Alex Erickson",98
2018,16,"12/23/2018",1,"6:12",2018122307,597,"MIN","DET",0,3,"(6:12) M.Wile punts 46 yards to DET 23, Center-K.McDermott. J.Agnew to DET 32 for 9 yards (E.Wilson).",NA,NA,NA,46,"Jamal Agnew",121
